"","Gene","Annotation","Non.unique.Gene.name","sg_change_0","sg_change_1","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"156","aliB2","lipoprotein putative","",3,44,2.42424242424242,"ALIB2 LIPOPROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"157","blpO","bacteriocin BlpO","",2,29,2.39669421487603,"BLPO BACTERIOCIN BLPO ",FALSE,FALSE,FALSE,0,0
"158","blpO_1","bacteriocin BlpO","",2,29,2.39669421487603,"BLPO_1 BACTERIOCIN BLPO ",FALSE,FALSE,FALSE,0,0
"159","scrB","glycosyl hydrolases family 32","",2,29,2.39669421487603,"SCRB GLYCOSYL HYDROLASES FAMILY 32 ",FALSE,FALSE,FALSE,0,0
"160","group_149","chlorohydrolase","",2,28,2.31404958677686,"GROUP_149 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"161","group_1566","Tn5253 bacteriocine putative","",2,28,2.31404958677686,"GROUP_1566 TN5253 BACTERIOCINE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"162","group_8992","V8-like Glu-specific endopeptidase","",2,28,2.31404958677686,"GROUP_8992 V8-LIKE GLU-SPECIFIC ENDOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"163","group_9750","Gfo/Idh/MocA family oxidoreductase","afr",2,28,2.31404958677686,"GROUP_9750 GFO/IDH/MOCA FAMILY OXIDOREDUCTASE AFR",FALSE,FALSE,FALSE,0,0
"164","ktrB","Trk transporter membrane-spanning protein - K+ transport","",2,28,2.31404958677686,"KTRB TRK TRANSPORTER MEMBRANE-SPANNING PROTEIN - K+ TRANSPORT ",FALSE,FALSE,FALSE,0,0
"165","group_10085","lactococcin 972 family bacteriocin","",1,14,2.31404958677686,"GROUP_10085 LACTOCOCCIN 972 FAMILY BACTERIOCIN ",FALSE,FALSE,FALSE,0,0
"166","group_10743","dpnD protein","dpnD",1,14,2.31404958677686,"GROUP_10743 DPND PROTEIN DPND",FALSE,FALSE,FALSE,0,0
"167","group_11377","glyoxalase family protein","",1,14,2.31404958677686,"GROUP_11377 GLYOXALASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"168","group_11590","integral membrane protein","",1,14,2.31404958677686,"GROUP_11590 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"169","group_12171","ThiW superfamily protein","thiW",1,14,2.31404958677686,"GROUP_12171 THIW SUPERFAMILY PROTEIN THIW",FALSE,FALSE,FALSE,0,0
"170","group_14134","putative ATP-dependentend nuclease of the OLD family","",1,14,2.31404958677686,"GROUP_14134 PUTATIVE ATP-DEPENDENTEND NUCLEASE OF THE OLD FAMILY ",FALSE,FALSE,FALSE,0,0
"171","group_14730","Cro/CI family transcriptional regulator","",1,14,2.31404958677686,"GROUP_14730 CRO/CI FAMILY TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"172","group_17790","DNA translocase FtsK","ftsK_1",1,14,2.31404958677686,"GROUP_17790 DNA TRANSLOCASE FTSK FTSK_1",FALSE,FALSE,FALSE,0,0
"173","group_19536","excisionase","",1,14,2.31404958677686,"GROUP_19536 EXCISIONASE ",FALSE,FALSE,FALSE,0,0
"174","group_3659","major facilitator superfamily permease","",1,14,2.31404958677686,"GROUP_3659 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"175","group_4137","membrane associated protein","",1,14,2.31404958677686,"GROUP_4137 MEMBRANE ASSOCIATED PROTEIN ",FALSE,FALSE,FALSE,0,0
"176","group_4674","arsenate reductase-like glutaredoxin family protein","spxA_3",1,14,2.31404958677686,"GROUP_4674 ARSENATE REDUCTASE-LIKE GLUTAREDOXIN FAMILY PROTEIN SPXA_3",FALSE,FALSE,FALSE,0,0
"177","group_5170","ABC transporter substrate-binding protein","potA_1",1,14,2.31404958677686,"GROUP_5170 ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN POTA_1",FALSE,FALSE,FALSE,0,0
"178","group_5302","ABC transporter ATP-binding protein","tcyC",1,14,2.31404958677686,"GROUP_5302 ABC TRANSPORTER ATP-BINDING PROTEIN TCYC",FALSE,FALSE,FALSE,0,0
"179","group_7815","extracellular solute-binding protein","yesO_1",1,14,2.31404958677686,"GROUP_7815 EXTRACELLULAR SOLUTE-BINDING PROTEIN YESO_1",FALSE,FALSE,FALSE,0,0
"180","group_8308","Integrase","Int-Tn_1",1,14,2.31404958677686,"GROUP_8308 INTEGRASE INT-TN_1",FALSE,FALSE,FALSE,0,0
"181","group_8337","DPS family peroxide resistance protein","dps",1,14,2.31404958677686,"GROUP_8337 DPS FAMILY PEROXIDE RESISTANCE PROTEIN DPS",FALSE,FALSE,FALSE,0,0
"182","group_9620","Membrane protein","",1,14,2.31404958677686,"GROUP_9620 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"183","group_98","chlorohydrolase","thrB",1,14,2.31404958677686,"GROUP_98 CHLOROHYDROLASE THRB",FALSE,FALSE,FALSE,0,0
"184","hemK","protein-(glutamine-N5) methyltransferase release factor-specific","",1,14,2.31404958677686,"HEMK PROTEIN-(GLUTAMINE-N5) METHYLTRANSFERASE RELEASE FACTOR-SPECIFIC ",FALSE,FALSE,FALSE,0,0
"185","immR","type II restriction-modification system regulatory protein","",1,14,2.31404958677686,"IMMR TYPE II RESTRICTION-MODIFICATION SYSTEM REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"186","lacA_1","exopolysaccharide biosynthesis protein acetyltransferase","",1,14,2.31404958677686,"LACA_1 EXOPOLYSACCHARIDE BIOSYNTHESIS PROTEIN ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"187","thiW","ThiW superfamily protein","",1,14,2.31404958677686,"THIW THIW SUPERFAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"188","tktC","transketolase c-terminal section","",1,14,2.31404958677686,"TKTC TRANSKETOLASE C-TERMINAL SECTION ",FALSE,FALSE,FALSE,0,0
"189","dltC","D-alanyl carrier protein DCP","",2,27,2.23140495867769,"DLTC D-ALANYL CARRIER PROTEIN DCP ",FALSE,FALSE,FALSE,0,0
"190","group_10740","anthranilate synthase component I","trpE",2,27,2.23140495867769,"GROUP_10740 ANTHRANILATE SYNTHASE COMPONENT I TRPE",FALSE,FALSE,FALSE,0,0
"191","trpE","anthranilate synthase component I","",2,27,2.23140495867769,"TRPE ANTHRANILATE SYNTHASE COMPONENT I ",FALSE,FALSE,FALSE,0,0
"192","group_10218","putative sucrose-specific phosphotransferase system (PTS) IIABC component","scrA",3,40,2.20385674931129,"GROUP_10218 PUTATIVE SUCROSE-SPECIFIC PHOSPHOTRANSFERASE SYSTEM (PTS) IIABC COMPONENT SCRA",FALSE,FALSE,FALSE,0,0
"193","group_2426","Membrane protein","",3,40,2.20385674931129,"GROUP_2426 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"194","scrA","putative sucrose-specific phosphotransferase system (PTS) IIABC component","",3,40,2.20385674931129,"SCRA PUTATIVE SUCROSE-SPECIFIC PHOSPHOTRANSFERASE SYSTEM (PTS) IIABC COMPONENT ",FALSE,FALSE,FALSE,0,0
"195","group_8786","ATP-dependent Zn protease","",4,52,2.14876033057851,"GROUP_8786 ATP-DEPENDENT ZN PROTEASE ",FALSE,FALSE,FALSE,0,0
"196","group_6104","major facilitator superfamily permease","",3,39,2.14876033057851,"GROUP_6104 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"197","alkD-truncation","putative DNA alkylation repair enzyme","",2,26,2.14876033057851,"ALKD-TRUNCATION PUTATIVE DNA ALKYLATION REPAIR ENZYME ",FALSE,FALSE,FALSE,0,0
"198","group_13996","catabolite control protein","ccpA_2",2,26,2.14876033057851,"GROUP_13996 CATABOLITE CONTROL PROTEIN CCPA_2",FALSE,FALSE,FALSE,0,0
"199","group_14733","Membrane protein","",2,26,2.14876033057851,"GROUP_14733 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"200","group_4772","esterase","",2,26,2.14876033057851,"GROUP_4772 ESTERASE ",FALSE,FALSE,FALSE,0,0
"201","malK_2","binding-protein-dependent transport systems inner membrane component","",2,26,2.14876033057851,"MALK_2 BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT ",FALSE,FALSE,FALSE,0,0
"202","gmuD_1","glycosyl hydrolase","",1,13,2.14876033057851,"GMUD_1 GLYCOSYL HYDROLASE ",FALSE,FALSE,FALSE,0,0
"203","group_10438","Phage gp6-like head-tail connector protein","",1,13,2.14876033057851,"GROUP_10438 PHAGE GP6-LIKE HEAD-TAIL CONNECTOR PROTEIN ",FALSE,FALSE,FALSE,0,0
"204","group_10457","amidases related to nicotinamidase","yecD_2",1,13,2.14876033057851,"GROUP_10457 AMIDASES RELATED TO NICOTINAMIDASE YECD_2",FALSE,FALSE,FALSE,0,0
"205","group_11136","phosphate transport protein PstC","pstC_1",1,13,2.14876033057851,"GROUP_11136 PHOSPHATE TRANSPORT PROTEIN PSTC PSTC_1",FALSE,FALSE,FALSE,0,0
"206","group_11601","NIF3 (NGG1p interacting factor 3) family protein","",1,13,2.14876033057851,"GROUP_11601 NIF3 (NGG1P INTERACTING FACTOR 3) FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"207","group_12503","lactoylglutathione lyase","lguL",1,13,2.14876033057851,"GROUP_12503 LACTOYLGLUTATHIONE LYASE LGUL",FALSE,FALSE,FALSE,0,0
"208","group_13439","major facilitator superfamily transporter-efflux","",1,13,2.14876033057851,"GROUP_13439 MAJOR FACILITATOR SUPERFAMILY TRANSPORTER-EFFLUX ",FALSE,FALSE,FALSE,0,0
"209","group_13675","membrane spanning protein","yjjP",1,13,2.14876033057851,"GROUP_13675 MEMBRANE SPANNING PROTEIN YJJP",FALSE,FALSE,FALSE,0,0
"210","group_1534","Tn5253 CAAX amino terminal protease family","",1,13,2.14876033057851,"GROUP_1534 TN5253 CAAX AMINO TERMINAL PROTEASE FAMILY ",FALSE,FALSE,FALSE,0,0
"211","group_16116","ABC transporter ATP-binding protein-phosphate transport (Phosphate-transporting ATPase 2)","pstB2",1,13,2.14876033057851,"GROUP_16116 ABC TRANSPORTER ATP-BINDING PROTEIN-PHOSPHATE TRANSPORT (PHOSPHATE-TRANSPORTING ATPASE 2) PSTB2",FALSE,FALSE,FALSE,0,0
"212","group_2423","Membrane protein","",1,13,2.14876033057851,"GROUP_2423 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"213","group_2818","glycosyl hydrolase family 31","yicI",1,13,2.14876033057851,"GROUP_2818 GLYCOSYL HYDROLASE FAMILY 31 YICI",FALSE,FALSE,FALSE,0,0
"214","group_3203","choline-binding protein F point mutation","toxA",1,13,2.14876033057851,"GROUP_3203 CHOLINE-BINDING PROTEIN F POINT MUTATION TOXA",FALSE,FALSE,FALSE,0,0
"215","group_3721","alpha-acetolactate decarboxylase","aldC",1,13,2.14876033057851,"GROUP_3721 ALPHA-ACETOLACTATE DECARBOXYLASE ALDC",FALSE,FALSE,FALSE,0,0
"216","group_3726","Predicted membrane protein","aldC",1,13,2.14876033057851,"GROUP_3726 PREDICTED MEMBRANE PROTEIN ALDC",FALSE,FALSE,FALSE,0,0
"217","group_5169","ABC transporter substrate-binding protein","",1,13,2.14876033057851,"GROUP_5169 ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"218","group_5806","ABC transporter ATP-binding protein/permease","yheI_2",1,13,2.14876033057851,"GROUP_5806 ABC TRANSPORTER ATP-BINDING PROTEIN/PERMEASE YHEI_2",FALSE,FALSE,FALSE,0,0
"219","group_622","pneumococcal histidine triad protein A precursor","phtA",1,13,2.14876033057851,"GROUP_622 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN A PRECURSOR PHTA",FALSE,FALSE,FALSE,0,0
"220","group_6951","glycosyl hydrolase","gmuD_1",1,13,2.14876033057851,"GROUP_6951 GLYCOSYL HYDROLASE GMUD_1",FALSE,FALSE,FALSE,0,0
"221","group_9113","beta-galactosidase subunit beta","tabA_1",1,13,2.14876033057851,"GROUP_9113 BETA-GALACTOSIDASE SUBUNIT BETA TABA_1",FALSE,FALSE,FALSE,0,0
"222","group_969","chlorohydrolase","mtaD",1,13,2.14876033057851,"GROUP_969 CHLOROHYDROLASE MTAD",FALSE,FALSE,FALSE,0,0
"223","lguL","lactoylglutathione lyase","",1,13,2.14876033057851,"LGUL LACTOYLGLUTATHIONE LYASE ",FALSE,FALSE,FALSE,0,0
"224","mtaD","chlorohydrolase","",1,13,2.14876033057851,"MTAD CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"225","pstB2","ABC transporter ATP-binding protein-phosphate transport (Phosphate-transporting ATPase 2)","",1,13,2.14876033057851,"PSTB2 ABC TRANSPORTER ATP-BINDING PROTEIN-PHOSPHATE TRANSPORT (PHOSPHATE-TRANSPORTING ATPASE 2) ",FALSE,FALSE,FALSE,0,0
"226","pstC_1","phosphate transport protein PstC","",1,13,2.14876033057851,"PSTC_1 PHOSPHATE TRANSPORT PROTEIN PSTC ",FALSE,FALSE,FALSE,0,0
"227","yecD_2","amidases related to nicotinamidase","",1,13,2.14876033057851,"YECD_2 AMIDASES RELATED TO NICOTINAMIDASE ",FALSE,FALSE,FALSE,0,0
"228","glpK","glycerol kinase","",3,38,2.09366391184573,"GLPK GLYCEROL KINASE ",FALSE,FALSE,FALSE,0,0
"229","group_12707","S-ribosylhomocysteinase","luxS",3,38,2.09366391184573,"GROUP_12707 S-RIBOSYLHOMOCYSTEINASE LUXS",FALSE,FALSE,FALSE,0,0
"230","macB_1","bacteriocin immunity protein","",3,38,2.09366391184573,"MACB_1 BACTERIOCIN IMMUNITY PROTEIN ",FALSE,FALSE,FALSE,0,0
"231","group_11804","Lmo0466 protein","",2,25,2.06611570247934,"GROUP_11804 LMO0466 PROTEIN ",FALSE,FALSE,FALSE,0,0
"232","group_2981","putative Fe-S oxidoreductase","",2,25,2.06611570247934,"GROUP_2981 PUTATIVE FE-S OXIDOREDUCTASE ",FALSE,FALSE,FALSE,0,0
"233","group_8577","membrane protein","",2,25,2.06611570247934,"GROUP_8577 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"234","yycG","signal transduction histidine kinase","",3,36,1.98347107438017,"YYCG SIGNAL TRANSDUCTION HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"235","gidA_1","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA","",2,24,1.98347107438017,"GIDA_1 TRNA URIDINE 5-CARBOXYMETHYLAMINOMETHYL MODIFICATION PROTEIN GIDA ",FALSE,FALSE,FALSE,0,0
"236","group_10647","response regulator","vraR_1",2,24,1.98347107438017,"GROUP_10647 RESPONSE REGULATOR VRAR_1",FALSE,FALSE,FALSE,0,0
"237","group_14746","tRNA uridine 5-carboxymethylaminomethyl modification protein GidA","gidA_1",2,24,1.98347107438017,"GROUP_14746 TRNA URIDINE 5-CARBOXYMETHYLAMINOMETHYL MODIFICATION PROTEIN GIDA GIDA_1",FALSE,FALSE,FALSE,0,0
"238","group_2506","iron ABC transporter permease","cysW",2,24,1.98347107438017,"GROUP_2506 IRON ABC TRANSPORTER PERMEASE CYSW",FALSE,FALSE,FALSE,0,0
"239","group_3173","bacteriocin-associated integral membrane protein","",2,24,1.98347107438017,"GROUP_3173 BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"240","group_4554","integral membrane protein","",2,24,1.98347107438017,"GROUP_4554 INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"241","group_4704","mutT/nudix family protein","",2,24,1.98347107438017,"GROUP_4704 MUTT/NUDIX FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"242","group_7185","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein","malX",2,24,1.98347107438017,"GROUP_7185 MALTOSE/MALTODEXTRIN ABC TRANSPORTER MALTOSE/MALTODEXTRIN-BINDING PROTEIN MALX",FALSE,FALSE,FALSE,0,0
"243","group_7220","integrase","",2,24,1.98347107438017,"GROUP_7220 INTEGRASE ",FALSE,FALSE,FALSE,0,0
"244","group_8576","membrane protein","",2,24,1.98347107438017,"GROUP_8576 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"245","group_9187","histidine kinase","vraS",2,24,1.98347107438017,"GROUP_9187 HISTIDINE KINASE VRAS",FALSE,FALSE,FALSE,0,0
"246","vraS","histidine kinase","",2,24,1.98347107438017,"VRAS HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"247","fepD_2","iron-compound ABC transporter permease","",1,12,1.98347107438017,"FEPD_2 IRON-COMPOUND ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"248","group_12260","bacteriocin BlpJ","blpK",1,12,1.98347107438017,"GROUP_12260 BACTERIOCIN BLPJ BLPK",FALSE,FALSE,FALSE,0,0
"249","group_12583","ATPase","",1,12,1.98347107438017,"GROUP_12583 ATPASE ",FALSE,FALSE,FALSE,0,0
"250","group_12754","ABC transporter ATP-binding protein","macB_1",1,12,1.98347107438017,"GROUP_12754 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_1",FALSE,FALSE,FALSE,0,0
"251","group_12755","ABC transporter ATP-binding protein","macB_1",1,12,1.98347107438017,"GROUP_12755 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_1",FALSE,FALSE,FALSE,0,0
"252","group_16185","UPF0374 protein SSU05","",1,12,1.98347107438017,"GROUP_16185 UPF0374 PROTEIN SSU05 ",FALSE,FALSE,FALSE,0,0
"253","group_16625","DNA-binding protein","",1,12,1.98347107438017,"GROUP_16625 DNA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"254","group_4497","25-diketo-D-gluconic acid reductase A","yvgN",1,12,1.98347107438017,"GROUP_4497 25-DIKETO-D-GLUCONIC ACID REDUCTASE A YVGN",FALSE,FALSE,FALSE,0,0
"255","group_5294","ABC transporter ATP-binding protein","artM_1",1,12,1.98347107438017,"GROUP_5294 ABC TRANSPORTER ATP-BINDING PROTEIN ARTM_1",FALSE,FALSE,FALSE,0,0
"256","group_5356","adenylosuccinate lyase","",1,12,1.98347107438017,"GROUP_5356 ADENYLOSUCCINATE LYASE ",FALSE,FALSE,FALSE,0,0
"257","group_9291","Phage protein","",1,12,1.98347107438017,"GROUP_9291 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"258","group_9558","peptidase T","pepT",1,12,1.98347107438017,"GROUP_9558 PEPTIDASE T PEPT",FALSE,FALSE,FALSE,0,0
"259","group_9611","Membrane protein","",1,12,1.98347107438017,"GROUP_9611 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"260","group_10909","permease","",3,35,1.92837465564738,"GROUP_10909 PERMEASE ",FALSE,FALSE,FALSE,0,0
"261","group_10910","permease","",3,35,1.92837465564738,"GROUP_10910 PERMEASE ",FALSE,FALSE,FALSE,0,0
"262","pulA_1","pullulanase","",3,35,1.92837465564738,"PULA_1 PULLULANASE ",FALSE,FALSE,FALSE,0,0
"263","group_13209","adenylosuccinate synthetase","purA",2,23,1.90082644628099,"GROUP_13209 ADENYLOSUCCINATE SYNTHETASE PURA",FALSE,FALSE,FALSE,0,0
"264","group_3169","bacteriocin-associated integral membrane protein","",2,23,1.90082644628099,"GROUP_3169 BACTERIOCIN-ASSOCIATED INTEGRAL MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"265","group_3929","iron ABC transporter iron-binding protein","potD_1",2,23,1.90082644628099,"GROUP_3929 IRON ABC TRANSPORTER IRON-BINDING PROTEIN POTD_1",FALSE,FALSE,FALSE,0,0
"266","group_4199","thiol-activated cytolysin","flaR",2,23,1.90082644628099,"GROUP_4199 THIOL-ACTIVATED CYTOLYSIN FLAR",FALSE,FALSE,FALSE,0,0
"267","group_6343","glyoxalase family protein","catE",2,23,1.90082644628099,"GROUP_6343 GLYOXALASE FAMILY PROTEIN CATE",FALSE,FALSE,FALSE,0,0
"268","group_7818","extracellular solute-binding protein","yesO_2",2,23,1.90082644628099,"GROUP_7818 EXTRACELLULAR SOLUTE-BINDING PROTEIN YESO_2",FALSE,FALSE,FALSE,0,0
"269","group_8100","lichenan-specific phosphotransferase enzyme iia component (pts system lichenan-specific eiia component) (eiia-lic) (eiii-lic)","lacF_1",2,23,1.90082644628099,"GROUP_8100 LICHENAN-SPECIFIC PHOSPHOTRANSFERASE ENZYME IIA COMPONENT (PTS SYSTEM LICHENAN-SPECIFIC EIIA COMPONENT) (EIIA-LIC) (EIII-LIC) LACF_1",FALSE,FALSE,FALSE,0,0
"270","lmrA","ABC transporter ATP-binding protein","",2,23,1.90082644628099,"LMRA ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"271","malX","maltose/maltodextrin ABC transporter maltose/maltodextrin-binding protein","",2,23,1.90082644628099,"MALX MALTOSE/MALTODEXTRIN ABC TRANSPORTER MALTOSE/MALTODEXTRIN-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"272","glpO","alpha-glycerophosphate oxidase","",3,34,1.8732782369146,"GLPO ALPHA-GLYCEROPHOSPHATE OXIDASE ",FALSE,FALSE,FALSE,0,0
"273","hemH","protoheme ferro-lyase","",3,34,1.8732782369146,"HEMH PROTOHEME FERRO-LYASE ",FALSE,FALSE,FALSE,0,0
"274","ltrA","reverse transcriptase/maturase group FT II introns","",3,34,1.8732782369146,"LTRA REVERSE TRANSCRIPTASE/MATURASE GROUP FT II INTRONS ",FALSE,FALSE,FALSE,0,0
"275","group_2379","Membrane protein","",4,45,1.8595041322314,"GROUP_2379 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"276","group_420","Uncharacterized conserved protein","IS1381-truncation",3,33,1.81818181818182,"GROUP_420 UNCHARACTERIZED CONSERVED PROTEIN IS1381-TRUNCATION",FALSE,FALSE,FALSE,0,0
"277","group_11760","transcriptional regulator AlpA family","",2,22,1.81818181818182,"GROUP_11760 TRANSCRIPTIONAL REGULATOR ALPA FAMILY ",FALSE,FALSE,FALSE,0,0
"278","group_11929","excreted peptide","",2,22,1.81818181818182,"GROUP_11929 EXCRETED PEPTIDE ",FALSE,FALSE,FALSE,0,0
"279","group_14815","chlorohydrolase","",2,22,1.81818181818182,"GROUP_14815 CHLOROHYDROLASE ",FALSE,FALSE,FALSE,0,0
"280","group_8048","SAP domain-containing protein","",2,22,1.81818181818182,"GROUP_8048 SAP DOMAIN-CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"281","lytB_1","choline binding protein","",2,22,1.81818181818182,"LYTB_1 CHOLINE BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"282","aqpZ2","aquaporin Z-water channel protein","",1,11,1.81818181818182,"AQPZ2 AQUAPORIN Z-WATER CHANNEL PROTEIN ",FALSE,FALSE,FALSE,0,0
"283","comE","response regulator","",1,11,1.81818181818182,"COME RESPONSE REGULATOR ",FALSE,FALSE,FALSE,0,0
"284","gcp","O-sialoglycoprotein endopeptidase","",1,11,1.81818181818182,"GCP O-SIALOGLYCOPROTEIN ENDOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"285","glgB","14-alpha-glucan branching enzyme","",1,11,1.81818181818182,"GLGB 14-ALPHA-GLUCAN BRANCHING ENZYME ",FALSE,FALSE,FALSE,0,0
"286","glnH","ABC transporter substrate-binding lipoprotein","",1,11,1.81818181818182,"GLNH ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN ",FALSE,FALSE,FALSE,0,0
"287","glxK","glycerate kinase","",1,11,1.81818181818182,"GLXK GLYCERATE KINASE ",FALSE,FALSE,FALSE,0,0
"288","group_11423","O-sialoglycoprotein endopeptidase","gcp",1,11,1.81818181818182,"GROUP_11423 O-SIALOGLYCOPROTEIN ENDOPEPTIDASE GCP",FALSE,FALSE,FALSE,0,0
"289","group_12535","peptide ABC transporter permease","amiD",1,11,1.81818181818182,"GROUP_12535 PEPTIDE ABC TRANSPORTER PERMEASE AMID",FALSE,FALSE,FALSE,0,0
"290","group_12837","ferric cations import ATP-binding protein FbpC","potA_2",1,11,1.81818181818182,"GROUP_12837 FERRIC CATIONS IMPORT ATP-BINDING PROTEIN FBPC POTA_2",FALSE,FALSE,FALSE,0,0
"291","group_1575","Tn5253 bacteriocine putative","",1,11,1.81818181818182,"GROUP_1575 TN5253 BACTERIOCINE PUTATIVE ",FALSE,FALSE,FALSE,0,0
"292","group_208","choline binding protein A","cbpA",1,11,1.81818181818182,"GROUP_208 CHOLINE BINDING PROTEIN A CBPA",FALSE,FALSE,FALSE,0,0
"293","group_2951","multidrug resistance protein 1 (ATP-binding cassettesub-family B member 1) (P-glycoprotein 1) (antigen)","hlyB",1,11,1.81818181818182,"GROUP_2951 MULTIDRUG RESISTANCE PROTEIN 1 (ATP-BINDING CASSETTESUB-FAMILY B MEMBER 1) (P-GLYCOPROTEIN 1) (ANTIGEN) HLYB",FALSE,FALSE,FALSE,0,0
"294","group_5090","ABC transporter substrate-binding lipoprotein","glnH",1,11,1.81818181818182,"GROUP_5090 ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN GLNH",FALSE,FALSE,FALSE,0,0
"295","group_5656","gluthatione peroxidase","gpo",1,11,1.81818181818182,"GROUP_5656 GLUTHATIONE PEROXIDASE GPO",FALSE,FALSE,FALSE,0,0
"296","group_6108","major facilitator superfamily permease","",1,11,1.81818181818182,"GROUP_6108 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"297","group_7344","cell wall surface anchor family protein","psrP",1,11,1.81818181818182,"GROUP_7344 CELL WALL SURFACE ANCHOR FAMILY PROTEIN PSRP",FALSE,FALSE,FALSE,0,0
"298","group_7443","immunity protein BlpL","",1,11,1.81818181818182,"GROUP_7443 IMMUNITY PROTEIN BLPL ",FALSE,FALSE,FALSE,0,0
"299","group_9013","spfh domain/band 7 family","qmcA",1,11,1.81818181818182,"GROUP_9013 SPFH DOMAIN/BAND 7 FAMILY QMCA",FALSE,FALSE,FALSE,0,0
"300","group_9144","ornithine decarboxylase family protein","speA",1,11,1.81818181818182,"GROUP_9144 ORNITHINE DECARBOXYLASE FAMILY PROTEIN SPEA",FALSE,FALSE,FALSE,0,0
"301","kpsT","ABC transporter ATP-binding protein","",1,11,1.81818181818182,"KPST ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"302","lacF_1","lichenan-specific phosphotransferase EIIA component","",1,11,1.81818181818182,"LACF_1 LICHENAN-SPECIFIC PHOSPHOTRANSFERASE EIIA COMPONENT ",FALSE,FALSE,FALSE,0,0
"303","manZ_4","PTS system mannose/fructose/N-acetylgalactosamine-specific transporter subunit IID","",1,11,1.81818181818182,"MANZ_4 PTS SYSTEM MANNOSE/FRUCTOSE/N-ACETYLGALACTOSAMINE-SPECIFIC TRANSPORTER SUBUNIT IID ",FALSE,FALSE,FALSE,0,0
"304","ndk","nucleoside diphosphate kinase","",1,11,1.81818181818182,"NDK NUCLEOSIDE DIPHOSPHATE KINASE ",FALSE,FALSE,FALSE,0,0
