"","Gene","Annotation","Non.unique.Gene.name","ac_change_0","ac_change_1","ac_change_NA","ratio","gene.annotate","phage","hypothetical","transposase","caps","exclude"
"154","group_8544","recombination regulator RecX","",9,9,NA,1.31481481481481,"GROUP_8544 RECOMBINATION REGULATOR RECX ",FALSE,FALSE,FALSE,0,0
"155","metN2","ATP-binding transport protein","",9,9,4,1.31481481481481,"METN2 ATP-BINDING TRANSPORT PROTEIN ",FALSE,FALSE,FALSE,0,0
"156","dapE","deacylase","",8,8,NA,1.31481481481481,"DAPE DEACYLASE ",FALSE,FALSE,FALSE,0,0
"157","fucA","L-fuculose phosphate aldolase","",8,8,2,1.31481481481481,"FUCA L-FUCULOSE PHOSPHATE ALDOLASE ",FALSE,FALSE,FALSE,0,0
"158","group_5357","adenylosuccinate lyase","",8,8,1,1.31481481481481,"GROUP_5357 ADENYLOSUCCINATE LYASE ",FALSE,FALSE,FALSE,0,0
"159","group_6243","Phage protein","",8,8,NA,1.31481481481481,"GROUP_6243 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"160","group_7301","putative metal-dependent membrane protease","",8,8,NA,1.31481481481481,"GROUP_7301 PUTATIVE METAL-DEPENDENT MEMBRANE PROTEASE ",FALSE,FALSE,FALSE,0,0
"161","group_9947","lipoprotein putative","",8,8,NA,1.31481481481481,"GROUP_9947 LIPOPROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"162","fucI","L-fucose isomerase","",6,6,1,1.31481481481481,"FUCI L-FUCOSE ISOMERASE ",FALSE,FALSE,FALSE,0,0
"163","gcp","O-sialoglycoprotein endopeptidase","",6,6,NA,1.31481481481481,"GCP O-SIALOGLYCOPROTEIN ENDOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"164","group_10102","involved in transformation","",6,6,4,1.31481481481481,"GROUP_10102 INVOLVED IN TRANSFORMATION ",FALSE,FALSE,FALSE,0,0
"165","group_10103","involved in transformation","",6,6,5,1.31481481481481,"GROUP_10103 INVOLVED IN TRANSFORMATION ",FALSE,FALSE,FALSE,0,0
"166","group_11121","mannose-6-phosphate isomerase","gmuF",6,6,1,1.31481481481481,"GROUP_11121 MANNOSE-6-PHOSPHATE ISOMERASE GMUF",FALSE,FALSE,FALSE,0,0
"167","group_11423","O-sialoglycoprotein endopeptidase","gcp",6,6,NA,1.31481481481481,"GROUP_11423 O-SIALOGLYCOPROTEIN ENDOPEPTIDASE GCP",FALSE,FALSE,FALSE,0,0
"168","group_12020","PTS system transporter subunit IID","manZ_1",6,6,3,1.31481481481481,"GROUP_12020 PTS SYSTEM TRANSPORTER SUBUNIT IID MANZ_1",FALSE,FALSE,FALSE,0,0
"169","group_12754","ABC transporter ATP-binding protein","macB_1",6,6,1,1.31481481481481,"GROUP_12754 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_1",FALSE,FALSE,FALSE,0,0
"170","group_2270","gp24","",6,6,1,1.31481481481481,"GROUP_2270 GP24 ",FALSE,FALSE,FALSE,0,0
"171","group_2507","iron ABC transporter permease","ydcU",6,6,1,1.31481481481481,"GROUP_2507 IRON ABC TRANSPORTER PERMEASE YDCU",FALSE,FALSE,FALSE,0,0
"172","group_2951","multidrug resistance protein 1 (ATP-binding cassettesub-family B member 1) (P-glycoprotein 1) (antigen)","hlyB",6,6,NA,1.31481481481481,"GROUP_2951 MULTIDRUG RESISTANCE PROTEIN 1 (ATP-BINDING CASSETTESUB-FAMILY B MEMBER 1) (P-GLYCOPROTEIN 1) (ANTIGEN) HLYB",FALSE,FALSE,FALSE,0,0
"173","group_5345","high-affinity Fe2+/Pb2+ permease","",6,6,NA,1.31481481481481,"GROUP_5345 HIGH-AFFINITY FE2+/PB2+ PERMEASE ",FALSE,FALSE,FALSE,0,0
"174","group_599","pneumococcal histidine triad protein B","phtD",6,6,4,1.31481481481481,"GROUP_599 PNEUMOCOCCAL HISTIDINE TRIAD PROTEIN B PHTD",FALSE,FALSE,FALSE,0,0
"175","group_9010","spfh domain/band 7 family","qmcA",6,6,2,1.31481481481481,"GROUP_9010 SPFH DOMAIN/BAND 7 FAMILY QMCA",FALSE,FALSE,FALSE,0,0
"176","group_9558","peptidase T","pepT",6,6,1,1.31481481481481,"GROUP_9558 PEPTIDASE T PEPT",FALSE,FALSE,FALSE,0,0
"177","group_9948","lipoprotein putative","",6,6,NA,1.31481481481481,"GROUP_9948 LIPOPROTEIN PUTATIVE ",FALSE,FALSE,FALSE,0,0
"178","kpsT","ABC transporter ATP-binding protein","",6,6,NA,1.31481481481481,"KPST ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"179","alsE","Ribulose-6-phosphate epimerase","",5,5,2,1.31481481481481,"ALSE RIBULOSE-6-PHOSPHATE EPIMERASE ",FALSE,FALSE,FALSE,0,0
"180","bglH","beta-glucosidase","",5,5,NA,1.31481481481481,"BGLH BETA-GLUCOSIDASE ",FALSE,FALSE,FALSE,0,0
"181","coaE","dephospho-CoA kinase","",5,5,1,1.31481481481481,"COAE DEPHOSPHO-COA KINASE ",FALSE,FALSE,FALSE,0,0
"182","group_11917","dihydroorotate dehydrogenase electron transfer subunit","pyrDII",5,5,1,1.31481481481481,"GROUP_11917 DIHYDROOROTATE DEHYDROGENASE ELECTRON TRANSFER SUBUNIT PYRDII",FALSE,FALSE,FALSE,0,0
"183","group_12701","fibronectin/fibrinogen binding protein","",5,5,1,1.31481481481481,"GROUP_12701 FIBRONECTIN/FIBRINOGEN BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"184","group_12703","fibronectin/fibrinogen binding protein","",5,5,1,1.31481481481481,"GROUP_12703 FIBRONECTIN/FIBRINOGEN BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"185","group_1285","TMP repeat family","yqbO",5,5,1,1.31481481481481,"GROUP_1285 TMP REPEAT FAMILY YQBO",FALSE,FALSE,FALSE,0,0
"186","group_1723","putative transcription antiterminator BglG family protein","licR_1",5,5,2,1.31481481481481,"GROUP_1723 PUTATIVE TRANSCRIPTION ANTITERMINATOR BGLG FAMILY PROTEIN LICR_1",FALSE,FALSE,FALSE,0,0
"187","group_5743","dephospho-CoA kinase","coaE",5,5,1,1.31481481481481,"GROUP_5743 DEPHOSPHO-COA KINASE COAE",FALSE,FALSE,FALSE,0,0
"188","group_7962","transcriptional regulator","",5,5,1,1.31481481481481,"GROUP_7962 TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"189","pyrDII","dihydroorotate dehydrogenase electron transfer subunit","",5,5,1,1.31481481481481,"PYRDII DIHYDROOROTATE DEHYDROGENASE ELECTRON TRANSFER SUBUNIT ",FALSE,FALSE,FALSE,0,0
"190","sapB_2","MgtC/SapB transporter","",5,5,5,1.31481481481481,"SAPB_2 MGTC/SAPB TRANSPORTER ",FALSE,FALSE,FALSE,0,0
"191","thiE_2","thiamine-phosphate pyrophosphorylase","",5,5,1,1.31481481481481,"THIE_2 THIAMINE-PHOSPHATE PYROPHOSPHORYLASE ",FALSE,FALSE,FALSE,0,0
"192","luxS","S-ribosylhomocysteinase","",25,24,4,1.26222222222222,"LUXS S-RIBOSYLHOMOCYSTEINASE ",FALSE,FALSE,FALSE,0,0
"193","yvgN","25-diketo-D-gluconic acid reductase A","",20,19,1,1.24907407407407,"YVGN 25-DIKETO-D-GLUCONIC ACID REDUCTASE A ",FALSE,FALSE,FALSE,0,0
"194","lytA_6","autolysin","",18,17,2,1.2417695473251,"LYTA_6 AUTOLYSIN ",FALSE,FALSE,FALSE,0,0
"195","group_5256","bacteriocin putative","xlyA",17,16,1,1.23747276688453,"GROUP_5256 BACTERIOCIN PUTATIVE XLYA",FALSE,FALSE,FALSE,0,0
"196","xlyA","LysM domain protein","",16,15,NA,1.23263888888889,"XLYA LYSM DOMAIN PROTEIN ",FALSE,FALSE,FALSE,0,0
"197","group_10412","oligopeptide ABC transporter ATP-binding protein AmiF","amiF",15,14,1,1.22716049382716,"GROUP_10412 OLIGOPEPTIDE ABC TRANSPORTER ATP-BINDING PROTEIN AMIF AMIF",FALSE,FALSE,FALSE,0,0
"198","group_4177","competence factor transport protein ComB","comB",14,13,1,1.22089947089947,"GROUP_4177 COMPETENCE FACTOR TRANSPORT PROTEIN COMB COMB",FALSE,FALSE,FALSE,0,0
"199","comFA","helicase ComFA","",13,12,2,1.21367521367521,"COMFA HELICASE COMFA ",FALSE,FALSE,FALSE,0,0
"200","group_16374","glyceraldehyde-3-phosphate dehydrogenase","gapA",13,12,3,1.21367521367521,"GROUP_16374 GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE GAPA",FALSE,FALSE,FALSE,0,0
"201","group_2981","putative Fe-S oxidoreductase","",13,12,2,1.21367521367521,"GROUP_2981 PUTATIVE FE-S OXIDOREDUCTASE ",FALSE,FALSE,FALSE,0,0
"202","group_4062","competence factor transporting ATP-binding protein/permease ComA","comA",13,12,1,1.21367521367521,"GROUP_4062 COMPETENCE FACTOR TRANSPORTING ATP-BINDING PROTEIN/PERMEASE COMA COMA",FALSE,FALSE,FALSE,0,0
"203","group_14067","ketol-acid reductoisomerase","ilvC",12,11,1,1.20524691358025,"GROUP_14067 KETOL-ACID REDUCTOISOMERASE ILVC",FALSE,FALSE,FALSE,0,0
"204","ilvC","ketol-acid reductoisomerase","",12,11,1,1.20524691358025,"ILVC KETOL-ACID REDUCTOISOMERASE ",FALSE,FALSE,FALSE,0,0
"205","cglC","competence protein ComGC","",22,20,7,1.1952861952862,"CGLC COMPETENCE PROTEIN COMGC ",FALSE,FALSE,FALSE,0,0
"206","comGF","competence protein ComGF","",22,20,7,1.1952861952862,"COMGF COMPETENCE PROTEIN COMGF ",FALSE,FALSE,FALSE,0,0
"207","group_4174","competence protein","cglC",22,20,7,1.1952861952862,"GROUP_4174 COMPETENCE PROTEIN CGLC",FALSE,FALSE,FALSE,0,0
"208","group_7067","competence protein ComGF","",22,20,7,1.1952861952862,"GROUP_7067 COMPETENCE PROTEIN COMGF ",FALSE,FALSE,FALSE,0,0
"209","group_6104","major facilitator superfamily permease","",21,19,2,1.18959435626102,"GROUP_6104 MAJOR FACILITATOR SUPERFAMILY PERMEASE ",FALSE,FALSE,FALSE,0,0
"210","group_4502","25-diketo-D-gluconic acid reductase A","yvgN",20,18,1,1.18333333333333,"GROUP_4502 25-DIKETO-D-GLUCONIC ACID REDUCTASE A YVGN",FALSE,FALSE,FALSE,0,0
"211","group_8647","tagatose-6-phosphate kinase","lacC-2",10,9,4,1.18333333333333,"GROUP_8647 TAGATOSE-6-PHOSPHATE KINASE LACC-2",FALSE,FALSE,FALSE,0,0
"212","group_10466","glutamine amidotransferase class I","",9,8,2,1.16872427983539,"GROUP_10466 GLUTAMINE AMIDOTRANSFERASE CLASS I ",FALSE,FALSE,FALSE,0,0
"213","group_4006","oligopeptide binding lipoprotein","sarA_1",9,8,4,1.16872427983539,"GROUP_4006 OLIGOPEPTIDE BINDING LIPOPROTEIN SARA_1",FALSE,FALSE,FALSE,0,0
"214","group_7219","integrase","",9,8,NA,1.16872427983539,"GROUP_7219 INTEGRASE ",FALSE,FALSE,FALSE,0,0
"215","metP","ABC transporter permease","",9,8,NA,1.16872427983539,"METP ABC TRANSPORTER PERMEASE ",FALSE,FALSE,FALSE,0,0
"216","group_2984","radical SAM family protein","",17,15,1,1.16013071895425,"GROUP_2984 RADICAL SAM FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"217","group_8543","recombination regulator RecX","",17,15,2,1.16013071895425,"GROUP_8543 RECOMBINATION REGULATOR RECX ",FALSE,FALSE,FALSE,0,0
"218","group_8789","ATP-dependent Zn protease","",25,22,2,1.15703703703704,"GROUP_8789 ATP-DEPENDENT ZN PROTEASE ",FALSE,FALSE,FALSE,0,0
"219","group_8533","gp27","",16,14,NA,1.15046296296296,"GROUP_8533 GP27 ",FALSE,FALSE,FALSE,0,0
"220","group_9750","Gfo/Idh/MocA family oxidoreductase","afr",16,14,NA,1.15046296296296,"GROUP_9750 GFO/IDH/MOCA FAMILY OXIDOREDUCTASE AFR",FALSE,FALSE,FALSE,0,0
"221","group_11155","DNA repair protein","radA",8,7,NA,1.15046296296296,"GROUP_11155 DNA REPAIR PROTEIN RADA",FALSE,FALSE,FALSE,0,0
"222","group_14055","site-specific DNA recombinase","",8,7,1,1.15046296296296,"GROUP_14055 SITE-SPECIFIC DNA RECOMBINASE ",FALSE,FALSE,FALSE,0,0
"223","group_3936","iron ABC transporter iron-binding protein","",8,7,2,1.15046296296296,"GROUP_3936 IRON ABC TRANSPORTER IRON-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"224","lacA_1","exopolysaccharide biosynthesis protein acetyltransferase","",8,7,NA,1.15046296296296,"LACA_1 EXOPOLYSACCHARIDE BIOSYNTHESIS PROTEIN ACETYLTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"225","mngB","twin-arginine translocation pathway signal","",8,7,NA,1.15046296296296,"MNGB TWIN-ARGININE TRANSLOCATION PATHWAY SIGNAL ",FALSE,FALSE,FALSE,0,0
"226","rpsD","surface anchored protein","",8,7,NA,1.15046296296296,"RPSD SURFACE ANCHORED PROTEIN ",FALSE,FALSE,FALSE,0,0
"227","speA","ornithine decarboxylase family protein","",30,26,5,1.13950617283951,"SPEA ORNITHINE DECARBOXYLASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"228","group_4352","brp/Blh family beta-carotene 1515'-monooxygenase","",15,13,3,1.13950617283951,"GROUP_4352 BRP/BLH FAMILY BETA-CAROTENE 1515'-MONOOXYGENASE ",FALSE,FALSE,FALSE,0,0
"229","group_4967","carbamoylphosphate synthase large subunit","",15,13,2,1.13950617283951,"GROUP_4967 CARBAMOYLPHOSPHATE SYNTHASE LARGE SUBUNIT ",FALSE,FALSE,FALSE,0,0
"230","group_1478","choline binding protein PcpA","pcpA",14,12,2,1.12698412698413,"GROUP_1478 CHOLINE BINDING PROTEIN PCPA PCPA",FALSE,FALSE,FALSE,0,0
"231","adhB","alcohol dehydrogenase","",7,6,2,1.12698412698413,"ADHB ALCOHOL DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"232","dinF","damage inducible DinF protein","",7,6,1,1.12698412698413,"DINF DAMAGE INDUCIBLE DINF PROTEIN ",FALSE,FALSE,FALSE,0,0
"233","glpQ2","glycerophosphoryl diester phosphodiesterase","",7,6,2,1.12698412698413,"GLPQ2 GLYCEROPHOSPHORYL DIESTER PHOSPHODIESTERASE ",FALSE,FALSE,FALSE,0,0
"234","group_10173","single-strand binding protein","ssb",7,6,NA,1.12698412698413,"GROUP_10173 SINGLE-STRAND BINDING PROTEIN SSB",FALSE,FALSE,FALSE,0,0
"235","group_11811","ABC transporter ATP-binding protein","metN",7,6,NA,1.12698412698413,"GROUP_11811 ABC TRANSPORTER ATP-BINDING PROTEIN METN",FALSE,FALSE,FALSE,0,0
"236","group_12503","lactoylglutathione lyase","lguL",7,6,1,1.12698412698413,"GROUP_12503 LACTOYLGLUTATHIONE LYASE LGUL",FALSE,FALSE,FALSE,0,0
"237","group_14732","Membrane protein","",7,6,1,1.12698412698413,"GROUP_14732 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"238","group_16625","DNA-binding protein","",7,6,NA,1.12698412698413,"GROUP_16625 DNA-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"239","group_5026","L-fucose isomerase","fucI",7,6,2,1.12698412698413,"GROUP_5026 L-FUCOSE ISOMERASE FUCI",FALSE,FALSE,FALSE,0,0
"240","group_5104","Ser/Thr protein phosphatase family protein","",7,6,NA,1.12698412698413,"GROUP_5104 SER/THR PROTEIN PHOSPHATASE FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"241","group_7426","response regulator","adaA",7,6,NA,1.12698412698413,"GROUP_7426 RESPONSE REGULATOR ADAA",FALSE,FALSE,FALSE,0,0
"242","group_817","repair protein","",7,6,NA,1.12698412698413,"GROUP_817 REPAIR PROTEIN ",FALSE,FALSE,FALSE,0,0
"243","group_9291","Phage protein","",7,6,NA,1.12698412698413,"GROUP_9291 PHAGE PROTEIN ",FALSE,FALSE,FALSE,0,0
"244","lguL","lactoylglutathione lyase","",7,6,1,1.12698412698413,"LGUL LACTOYLGLUTATHIONE LYASE ",FALSE,FALSE,FALSE,0,0
"245","metN","ABC transporter ATP-binding protein","",7,6,NA,1.12698412698413,"METN ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"246","group_5840","regulatory protein","",20,17,3,1.11759259259259,"GROUP_5840 REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"247","artM_1","ABC transporter ATP-binding protein","",13,11,1,1.11253561253561,"ARTM_1 ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"248","artM_3","ABC transporter ATP-binding protein","",13,11,1,1.11253561253561,"ARTM_3 ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"249","group_12524","acetyltransferase","bltD",13,11,1,1.11253561253561,"GROUP_12524 ACETYLTRANSFERASE BLTD",FALSE,FALSE,FALSE,0,0
"250","group_14341","ABC transporter ATP-binding protein","salX",13,11,1,1.11253561253561,"GROUP_14341 ABC TRANSPORTER ATP-BINDING PROTEIN SALX",FALSE,FALSE,FALSE,0,0
"251","group_14705","ABC transporter permeae","macB_4",13,11,1,1.11253561253561,"GROUP_14705 ABC TRANSPORTER PERMEAE MACB_4",FALSE,FALSE,FALSE,0,0
"252","macB_2","ABC transporter permeae","",13,11,1,1.11253561253561,"MACB_2 ABC TRANSPORTER PERMEAE ",FALSE,FALSE,FALSE,0,0
"253","salX","ABC transporter ATP-binding protein","",13,11,1,1.11253561253561,"SALX ABC TRANSPORTER ATP-BINDING PROTEIN ",FALSE,FALSE,FALSE,0,0
"254","ssuB","multidrug ABC transporter ATPase","",13,11,4,1.11253561253561,"SSUB MULTIDRUG ABC TRANSPORTER ATPASE ",FALSE,FALSE,FALSE,0,0
"255","argG","argininosuccinate synthase truncation","",19,16,1,1.10721247563353,"ARGG ARGININOSUCCINATE SYNTHASE TRUNCATION ",FALSE,FALSE,FALSE,0,0
"256","group_1205","choline binding protein J","cbpJ_1",19,16,NA,1.10721247563353,"GROUP_1205 CHOLINE BINDING PROTEIN J CBPJ_1",FALSE,FALSE,FALSE,0,0
"257","gapA","glyceraldehyde-3-phosphate dehydrogenase","",12,10,3,1.09567901234568,"GAPA GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"258","group_13207","phosphotransferase","",12,10,NA,1.09567901234568,"GROUP_13207 PHOSPHOTRANSFERASE ",FALSE,FALSE,FALSE,0,0
"259","group_15458","bacteriocin","",12,10,NA,1.09567901234568,"GROUP_15458 BACTERIOCIN ",FALSE,FALSE,FALSE,0,0
"260","Fucolectin-rel","Glycosyl hydrolase","",6,5,2,1.09567901234568,"FUCOLECTIN-REL GLYCOSYL HYDROLASE ",FALSE,FALSE,FALSE,0,0
"261","group_427","mobile genetic element","IS1381-truncation",6,5,2,1.09567901234568,"GROUP_427 MOBILE GENETIC ELEMENT IS1381-TRUNCATION",FALSE,FALSE,FALSE,0,0
"262","group_5294","ABC transporter ATP-binding protein","artM_1",6,5,2,1.09567901234568,"GROUP_5294 ABC TRANSPORTER ATP-BINDING PROTEIN ARTM_1",FALSE,FALSE,FALSE,0,0
"263","group_6734","alcohol dehydrogenase","adhB",6,5,2,1.09567901234568,"GROUP_6734 ALCOHOL DEHYDROGENASE ADHB",FALSE,FALSE,FALSE,0,0
"264","group_8889","thiamine-phosphate pyrophosphorylase","thiE_2",6,5,NA,1.09567901234568,"GROUP_8889 THIAMINE-PHOSPHATE PYROPHOSPHORYLASE THIE_2",FALSE,FALSE,FALSE,0,0
"265","group_9864","F5/8 type C domain containing protein","",6,5,1,1.09567901234568,"GROUP_9864 F5/8 TYPE C DOMAIN CONTAINING PROTEIN ",FALSE,FALSE,FALSE,0,0
"266","levE","PTS system transporter subunit IIB","",6,5,1,1.09567901234568,"LEVE PTS SYSTEM TRANSPORTER SUBUNIT IIB ",FALSE,FALSE,FALSE,0,0
"267","pfbA","cell wall surface anchor family protein","",6,5,NA,1.09567901234568,"PFBA CELL WALL SURFACE ANCHOR FAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
"268","adh","alcohol dehydrogenase","",22,18,7,1.07575757575758,"ADH ALCOHOL DEHYDROGENASE ",FALSE,FALSE,FALSE,0,0
"269","cglB","competence protein","",22,18,2,1.07575757575758,"CGLB COMPETENCE PROTEIN ",FALSE,FALSE,FALSE,0,0
"270","comGG","late competence protein ComGG","",22,18,2,1.07575757575758,"COMGG LATE COMPETENCE PROTEIN COMGG ",FALSE,FALSE,FALSE,0,0
"271","group_12705","alcohol dehydrogenase","adh",22,18,7,1.07575757575758,"GROUP_12705 ALCOHOL DEHYDROGENASE ADH",FALSE,FALSE,FALSE,0,0
"272","group_3569","competence protein","cglB",22,18,2,1.07575757575758,"GROUP_3569 COMPETENCE PROTEIN CGLB",FALSE,FALSE,FALSE,0,0
"273","group_5755","late competence protein ComGG","comGG",22,18,2,1.07575757575758,"GROUP_5755 LATE COMPETENCE PROTEIN COMGG COMGG",FALSE,FALSE,FALSE,0,0
"274","group_8707","signal transduction histidine kinase","yycG",22,18,3,1.07575757575758,"GROUP_8707 SIGNAL TRANSDUCTION HISTIDINE KINASE YYCG",FALSE,FALSE,FALSE,0,0
"275","group_1980","U32 family peptidase","yhbU_1",11,9,1,1.07575757575758,"GROUP_1980 U32 FAMILY PEPTIDASE YHBU_1",FALSE,FALSE,FALSE,0,0
"276","group_3338","binding-protein-dependent transport systems inner membrane component","",11,9,2,1.07575757575758,"GROUP_3338 BINDING-PROTEIN-DEPENDENT TRANSPORT SYSTEMS INNER MEMBRANE COMPONENT ",FALSE,FALSE,FALSE,0,0
"277","group_4753","Sua5/YciO/YrdC family protein","rimN",11,9,1,1.07575757575758,"GROUP_4753 SUA5/YCIO/YRDC FAMILY PROTEIN RIMN",FALSE,FALSE,FALSE,0,0
"278","group_5758","glycosyltransferase involved in cell wall biogenesis","kfoC_2",11,9,3,1.07575757575758,"GROUP_5758 GLYCOSYLTRANSFERASE INVOLVED IN CELL WALL BIOGENESIS KFOC_2",FALSE,FALSE,FALSE,0,0
"279","group_6972","bacteriocin BlpO","blpO_1",11,9,3,1.07575757575758,"GROUP_6972 BACTERIOCIN BLPO BLPO_1",FALSE,FALSE,FALSE,0,0
"280","lacC-2","tagatose-6-phosphate kinase","",11,9,4,1.07575757575758,"LACC-2 TAGATOSE-6-PHOSPHATE KINASE ",FALSE,FALSE,FALSE,0,0
"281","mutR","transcriptional regulator","",11,9,NA,1.07575757575758,"MUTR TRANSCRIPTIONAL REGULATOR ",FALSE,FALSE,FALSE,0,0
"282","yhaP","Na+ export ABC ABC transporter membrane-spanning permease","",11,9,4,1.07575757575758,"YHAP NA+ EXPORT ABC ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE ",FALSE,FALSE,FALSE,0,0
"283","group_4820","ABC transporter ATP-binding protein","macB_6",16,13,2,1.06828703703704,"GROUP_4820 ABC TRANSPORTER ATP-BINDING PROTEIN MACB_6",FALSE,FALSE,FALSE,0,0
"284","group_586","streptococcal histidine triad protein PhpA","phpA",16,13,NA,1.06828703703704,"GROUP_586 STREPTOCOCCAL HISTIDINE TRIAD PROTEIN PHPA PHPA",FALSE,FALSE,FALSE,0,0
"285","group_8097","16S ribosomal RNA methyltransferase RsmE","rsmE",16,13,5,1.06828703703704,"GROUP_8097 16S RIBOSOMAL RNA METHYLTRANSFERASE RSME RSME",FALSE,FALSE,FALSE,0,0
"286","group_8992","V8-like Glu-specific endopeptidase","",16,13,1,1.06828703703704,"GROUP_8992 V8-LIKE GLU-SPECIFIC ENDOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"287","rsmE","16S ribosomal RNA methyltransferase RsmE","",16,13,5,1.06828703703704,"RSME 16S RIBOSOMAL RNA METHYLTRANSFERASE RSME ",FALSE,FALSE,FALSE,0,0
"288","group_12708","S-ribosylhomocysteinase","luxS",21,17,4,1.06437389770723,"GROUP_12708 S-RIBOSYLHOMOCYSTEINASE LUXS",FALSE,FALSE,FALSE,0,0
"289","group_5843","regulatory protein","",21,17,1,1.06437389770723,"GROUP_5843 REGULATORY PROTEIN ",FALSE,FALSE,FALSE,0,0
"290","group_6273","alpha mannosidase","mngB",21,17,2,1.06437389770723,"GROUP_6273 ALPHA MANNOSIDASE MNGB",FALSE,FALSE,FALSE,0,0
"291","yycG","signal transduction histidine kinase","",20,16,3,1.05185185185185,"YYCG SIGNAL TRANSDUCTION HISTIDINE KINASE ",FALSE,FALSE,FALSE,0,0
"292","group_17366","threonine dehydratase","ilvA",15,12,5,1.05185185185185,"GROUP_17366 THREONINE DEHYDRATASE ILVA",FALSE,FALSE,FALSE,0,0
"293","ilvA","threonine dehydratase","",15,12,5,1.05185185185185,"ILVA THREONINE DEHYDRATASE ",FALSE,FALSE,FALSE,0,0
"294","bglA","glycosyl hydrolase","",10,8,2,1.05185185185185,"BGLA GLYCOSYL HYDROLASE ",FALSE,FALSE,FALSE,0,0
"295","group_11177","ABC transporter permeae","",10,8,6,1.05185185185185,"GROUP_11177 ABC TRANSPORTER PERMEAE ",FALSE,FALSE,FALSE,0,0
"296","group_11179","ABC transporter permeae","",10,8,5,1.05185185185185,"GROUP_11179 ABC TRANSPORTER PERMEAE ",FALSE,FALSE,FALSE,0,0
"297","group_14037","pyruvate formate-lyase 3","hpdA",10,8,3,1.05185185185185,"GROUP_14037 PYRUVATE FORMATE-LYASE 3 HPDA",FALSE,FALSE,FALSE,0,0
"298","ydcU","iron ABC transporter membrane-spanning permease","",10,8,3,1.05185185185185,"YDCU IRON ABC TRANSPORTER MEMBRANE-SPANNING PERMEASE ",FALSE,FALSE,FALSE,0,0
"299","group_421","mobile genetic element","IS1381-truncation",29,23,3,1.04278416347382,"GROUP_421 MOBILE GENETIC ELEMENT IS1381-TRUNCATION",FALSE,FALSE,FALSE,0,0
"300","blpO_2","bacteriocin BlpO","",24,19,4,1.0408950617284,"BLPO_2 BACTERIOCIN BLPO ",FALSE,FALSE,FALSE,0,0
"301","group_2478","membrane protein","",24,19,3,1.0408950617284,"GROUP_2478 MEMBRANE PROTEIN ",FALSE,FALSE,FALSE,0,0
"302","group_2524","serine/threonine protein kinase","",19,15,4,1.03801169590643,"GROUP_2524 SERINE/THREONINE PROTEIN KINASE ",FALSE,FALSE,FALSE,0,0
"303","group_5162","PTS system galactitol-specific family transporter subunit IIC","gatC_1",19,15,1,1.03801169590643,"GROUP_5162 PTS SYSTEM GALACTITOL-SPECIFIC FAMILY TRANSPORTER SUBUNIT IIC GATC_1",FALSE,FALSE,FALSE,0,0
"304","group_2284","PTS system transporter subunit IIA","",28,22,6,1.03306878306878,"GROUP_2284 PTS SYSTEM TRANSPORTER SUBUNIT IIA ",FALSE,FALSE,FALSE,0,0
"305","group_9045","thioredoxin","resA",28,22,7,1.03306878306878,"GROUP_9045 THIOREDOXIN RESA",FALSE,FALSE,FALSE,0,0
"306","argR1","arginine repressor","",14,11,1,1.03306878306878,"ARGR1 ARGININE REPRESSOR ",FALSE,FALSE,FALSE,0,0
"307","group_8991","V8-like Glu-specific endopeptidase","",18,14,NA,1.02263374485597,"GROUP_8991 V8-LIKE GLU-SPECIFIC ENDOPEPTIDASE ",FALSE,FALSE,FALSE,0,0
"308","ubiE","methyltransferase small domain superfamily protein","",18,14,4,1.02263374485597,"UBIE METHYLTRANSFERASE SMALL DOMAIN SUPERFAMILY PROTEIN ",FALSE,FALSE,FALSE,0,0
